id,label,x,y,closeness_all_edges,closeness_no_road_edges
50168,Endidae,46.318,11.274,0.09310961353321413,
50140,Damascus,33.512,36.309,0.09232237828992226,
50218,Klaudianon,26.799,33.486,0.059584580179545855,
50220,Lacobriga,42.339,-4.602,0.09328923797712553,
50213,Jerusalem,31.777,35.234,0.09936885366211654,
50222,Lambaesis,35.492,6.256,0.08650651673907488,
50197,Hierasykaminos,23.069,32.683,0.05022255192878338,0.047978505629477995
50211,Iulium Carnicum,46.461,13.026,0.08909066982497697,
50215,Kapitolias,32.598,35.858,0.10025173996742189,
50189,Heliopolis,30.132,31.285,0.12087127298696661,
50219,Flaviopolis,40.812,32.165,0.08315931703721902,
50192,Herakleopolis,29.086,30.938,0.09079935622317596,0.0983735571878279
50251,Mediolanum,45.464,9.188,0.09169714208316403,0.06633645851760127
50263,Naissus,43.316,21.894,0.09345665378244064,
50253,Melitene,38.25,37.25,0.07548221652358122,0.25925925925925924
50242,Lutetia,48.856,2.342,0.08201090248334343,0.07789779808890736
50248,Mariana,38.547,-2.927,0.10223497432799758,
50258,Mounesis,24.684,30.606,0.07137585661570901,
50262,Myos Hormos,26.157,34.244,0.059584580179545855,
50224,Lancia,42.534,-5.414,0.0915359653866955,
50228,Lauriacum,48.221,14.466,0.07767324460761818,0.21428571428571427
50231,Limonum,46.587,0.343,0.09289242590559825,
50270,Nemetacum,50.293,2.782,0.08709635919207513,
50236,Lousonna,46.519,6.632,0.08003310083934272,
50298,Penne Locos,46.398,6.926,0.07381160052333188,
50295,Pax Iulia,38.016,-7.865,0.12035555555555555,
50279,Ocriculum,42.412,12.467,0.11134868421052632,0.10819388343912291
50277,Noviomagus,49.317,8.431,0.0738599170848789,0.057436054525961094
50299,Perdices,35.932,5.39,0.08780804150453955,
50293,Parthanum,47.492,11.086,0.07373121324330212,
50314,Pons Aeni,47.856,12.124,0.07593091072229699,0.16666666666666666
50313,Pompelo,42.818,-1.644,0.08676150198641548,
50302,Petra,30.326,35.468,0.09958811415122094,
50304,Philadelpheia,31.931,35.926,0.0916226823656787,
50315,Pons Drusi,46.497,11.358,0.08727600876627563,
50306,Philippopolis,42.144,24.75,0.09260019149227192,
50309,Placentia,45.052,9.699,0.09762076423936554,0.07635919364691508
50310,Poetovio,46.42,15.87,0.08756952528780236,0.21428571428571427
50308,Pistoriae,43.932,10.919,0.09650748396293657,
50772,x,,,0.09539241933211216,
50316,Porolissum,47.23,23.127,0.06450076219512195,
50338,Samosata,37.565,38.471,0.07931115276476101,0.3333333333333333
50340,Sardis,38.488,28.04,0.10627943485086343,
50173,Ferentinum,41.693,13.253,0.11083824492468894,
50342,Satala,40.029,39.654,0.06927957429390094,
50343,Savaria,47.235,16.622,0.08068168275533309,
50344,Scarbantia,47.685,16.583,0.07637635379061372,
50339,Santicum,46.616,13.849,0.09110483111290539,
50180,Galacum,54.172,-2.59,0.07718618173526394,
50206,Iol Caesarea,36.607,2.197,0.11722943722943722,0.1210458360232408
50204,Ilium,39.949,26.344,0.10744326297413109,
50207,Isca,50.5,-3.5,0.08957396136544059,0.0911300121506683
50223,Lampsacus,40.347,26.699,0.1196113074204947,0.13421617752326415
50216,Katabolos,36.908,35.989,0.11592465753424658,0.12703252032520326
50214,Kallipolis,40.41,26.684,0.11054866100587851,0.12179278986683988
50307,Pisae,43.716,10.397,0.11347636607442173,0.10885341074020319
50301,Perinthus,40.971,27.953,0.10450756406298241,0.1110453064850459
50311,Pola,44.87,13.841,0.09944183313748531,0.0892644608426565
50312,Pompeii,40.749,14.485,0.10604636591478697,0.10428253615127919
50303,Petuaria,53.688,-0.591,0.0853720050441362,0.08534365043240782
50430,Heraclea Pontica,41.283,31.419,0.09076283684139966,0.09307520476545049
50405,Tyrus,33.272,35.198,0.108859945328831,0.11931275851097678
50401,Trapezus,41.003,39.718,0.07320501730103807,0.07341425215348472
50411,Venta Icenorum,52.578,1.288,0.07326046964614219,0.07345739471106758
50417,Vibo Valentia,38.676,16.098,0.12472365512159175,0.13636363636363635
50347,Sebasteia,39.75,37.015,0.07261611069398262,
50346,Scythopolis,32.61,35.477,0.11008130081300813,
50350,Serdica,42.723,23.343,0.09915055653192736,
50355,Singara,36.404,42.219,0.06839765609213982,
50352,Sicca Veneria,36.179,8.71,0.11072947333987569,
50348,Segusio,45.138,7.048,0.09838686237465484,
50351,Servitium,45.151,17.256,0.10434648581997534,
50117,Chalcedon,40.983,29.026,0.09570257280180944,0.09245562130177515
50024,Antiochia,36.202,36.158,0.10646328038999843,0.11398176291793313
50107,Carthago,36.847,10.313,0.140894901144641,0.15078407720144751
50129,Constantinopolis,41.125,28.875,0.09847272727272727,0.10184682237914178
50429,Lugdunum,45.759,4.819,0.08672815782731233,0.07695464806074287
50026,Apamea,35.557,36.401,0.09681109681109681,0.10245901639344263
50029,Claudia Aprensis,40.969,27.065,0.10399385560675883,
50073,Berytus,33.899,35.521,0.12163133309378368,0.13518385003604902
50108,Carthago Nova,37.606,-0.991,0.12571959145775302,0.13293158454448778
50431,Laodicea ad Lycum,37.855,29.136,0.10302845837772029,
50031,Aquae Sextiae,43.526,5.445,0.11044045676998368,
50086,Brundisium,40.636,17.939,0.12167505391804458,0.1174812030075188
50110,Castrum Truentinum,42.914,13.904,0.10545171339563864,0.0892644608426565
50016,Albulae,35.302,-1.145,0.10854577521244188,
50032,Aquae Sulis,51.381,-2.357,0.0895265802697699,
50084,Flavium Brigantium,43.371,-8.396,0.12474663718444813,0.1337852301105958
50121,Civitas Namnetum,47.215,-1.557,0.10799170521614293,0.11068476977567887
50169,Ephesus,37.94,27.341,0.13072021625796487,0.14916467780429593
50172,Faventia,44.286,11.884,0.10084909876359303,
50064,Banasa,34.602,-6.115,0.1058143169740544,
50076,Claudiopolis,40.756,31.586,0.08405761112490688,
50087,Bulla Regia,36.556,8.751,0.1236078144969874,
50183,Genua,44.407,8.934,0.1058805129809196,0.0976816879395676
50185,Gesoriacum,50.725,1.615,0.0930072812199478,0.09300595238095238
50193,Herdoniae,41.317,15.628,0.09384530080399224,
50196,Hierakonpolis,31.038,30.347,0.13419226957383548,0.15206812652068127
50177,Fregellanum,41.546,13.513,0.10057940870598722,
50089,Burnum,44.032,15.994,0.10369122377086844,
50090,Burrio,51.704,-2.903,0.0822900206636684,
50102,Canusium,41.222,16.066,0.10171274038461539,
50069,Beneventum,41.13,14.781,0.09476483762597984,
50128,Conimbriga,40.194,-8.408,0.10936995153473344,
50135,Cuicul,36.315,5.738,0.09435540069686411,
50136,Cumae,40.847,14.056,0.11208609271523179,0.10439866369710468
50141,Darnis,32.769,22.642,0.13009223674096848,0.14071294559099437
50144,Dertona,44.897,8.865,0.09945644189804613,
50227,Larissa,39.633,22.424,0.11227197346600332,
50237,Luca,43.843,10.508,0.0947913749649958,
50241,Luna,44.066,10.031,0.1071711255342726,0.09904912836767037
50243,Lydda,31.966,34.892,0.10929932192444301,
50247,Marcianopolis,43.225,27.585,0.0857722032180413,
50255,Minturnae,41.242,13.769,0.09989670945846245,0.09816753926701571
50268,Neapolis,40.84,14.253,0.11171617161716171,0.1163151364764268
50271,Nicaea,40.43,29.714,0.0944739045492604,
50297,Pelusium,31.05,32.6,0.1363544813695871,0.15432098765432098
50225,Laodicea,35.641,35.794,0.11401145166722802,0.12429565793834936
50233,Lixus,35.199,-6.11,0.11829460073388083,0.12755102040816327
50234,Loium,49.523,0.724,0.0915359653866955,0.09209233791748526
50240,Luguvalium,54.895,-2.934,0.0829250367466928,0.08353753619959901
50250,Massilia,43.297,5.382,0.12130442573015589,0.11977004152028106
50267,Naucratis,30.901,30.592,0.11906436862469223,0.13354700854700854
50256,Misenum,40.786,14.085,0.11184536593424749,0.11635122556624262
50266,Narona,43.081,17.628,0.11160567095285197,0.10596213619666572
50269,Nemausus,43.835,4.36,0.11122063413832758,
50272,Nicomedia,40.766,29.916,0.1029344686027064,0.11039152193111569
50273,Nicopolis,39.008,20.736,0.1251617674246626,0.12785543811796796
50280,Odessus,43.212,27.909,0.07963768968356665,0.07896399241945673
50291,Paraetonium,31.35,27.237,0.1354,0.15169902912621358
50230,Lepcis Magna,32.637,14.292,0.13718338399189464,0.14898688915375446
50317,Portus,41.78,12.258,0.11047650130548303,0.10819388343912291
50278,Nuceria,40.743,14.674,0.10604636591478697,
50371,Summus Pyreneus (West),43.02,-1.324,0.09093351242444593,
50336,Salona,43.54,16.483,0.11449348892271266,0.10668563300142248
50353,Side,36.776,31.398,0.11311612364243943,0.12392597488433575
50362,Sitifis,36.237,5.41,0.08881017971927063,
50363,Smyrna,38.25,27.25,0.11672413793103448,0.13020833333333334
50377,Tarentum,40.469,17.24,0.11727005023384722,0.11384335154826958
50378,Tarracina,41.291,13.249,0.1190225035161744,0.12167423750811161
50380,Tarsus,36.916,34.901,0.10538605230386053,
50389,Thessalonica,40.626,22.956,0.12571959145775302,0.13016313779937522
50396,Tingi,35.788,-5.81,0.13405940594059407,0.1460849240358395
50305,Philippi,41.014,24.283,0.10362773610898515,
50334,Saldae,36.74,5.058,0.10715416270971827,0.10875870069605569
50335,Salernum,40.678,14.766,0.11125718981101068,0.09445843828715365
50238,Lugdunum Cananefatium,52.161,4.49,0.08588100976785487,0.08563598995204384
50345,Scodra,42.074,19.528,0.08920806430359732,
50349,Senia,44.99,14.901,0.09739605812113365,0.08207485226526592
50354,Siga,35.24,-1.455,0.12084969653695109,0.12939958592132506
50357,Sinuessa,41.25,14.25,0.10238959467634604,0.0946969696969697
50358,Sipontum,41.607,15.896,0.10478254140225972,0.09664948453608248
50368,Sufasar,36.192,2.515,0.10520590520590521,
50383,Tergeste,45.649,13.772,0.10612948738046715,0.09742790335151988
50386,Thebae,38.322,23.319,0.10992044163013476,
50138,Cyrene,32.823,21.857,0.12927248424670612,
50300,Pergamum,39.131,27.185,0.10528771384136859,
50050,Athenae,38.032,23.655,0.11817071042066678,0.13107305138063613
50282,Oescus,43.698,24.482,0.08667264114710024,0.0641025641025641
50088,Burdigala,44.837,-0.577,0.10965338516358925,0.10952102803738317
50045,Arupium,44.849,15.269,0.08907894736842105,
50109,Casinum,41.493,13.831,0.09321217127908578,
50205,Interpromium,42.244,13.934,0.10038552787663108,
50104,Capua,41.086,14.25,0.09594671201814059,
50113,Caudium,41.064,14.641,0.0915359653866955,
50217,Kellis,25.549,28.908,0.08263151470767728,
50281,Oea,32.898,13.175,0.1207850133809099,0.12980269989615784
50320,Ptolemais,32.708,20.951,0.13155849203264672,0.14340344168260039
50246,Mampsoukrenai,37.073,34.886,0.09769119769119769,
50007,Aeclanum,41.043,14.994,0.0981301637918539,
50143,Delphi,38.482,22.498,0.11710776682234908,0.11177347242921014
50245,Magnesia,37.853,27.533,0.11590481082006505,
50033,Aquae Terebellicae,43.733,-1.06,0.09928141956298578,
50522,Aufidus,41.36,16.21,0.11336235766912257,0.1266891891891892
50765,x,,,0.1031697653154526,
50727,x,,,0.09970544918998528,
50738,x,,,0.09212137705810314,
50730,x,,,0.07680090754395916,
50731,x,,,0.09540586245772266,
50732,x,,,0.10172802404207362,
50733,x,,,0.094500279173646,
50735,x,,,0.0771246297562087,
50736,x,,,0.09223433242506812,
50737,x,,,0.09661766804623947,
50739,x,,,0.09169714208316403,
50744,Toletum,,,0.09492428491306787,
50745,x,,,0.11868863955119215,0.12794268167860798
50746,x,,,0.09172198889039425,
50741,Krane,,,0.11881361881361881,0.12609280430396771
50755,Selinous,,,0.13243348982785602,0.1463129145532579
50742,Horreum Margi,,,0.08850830173878939,
50743,Boiodurum,,,0.07901493930905695,0.1935483870967742
50037,Arausio,44.138,4.81,0.10353265025233216,0.09949588750331653
50434,Vorgium,0.0,0.0,0.08233004986014836,
50459,Divodurum,0.0,0.0,0.07658371040723982,0.057295645530939646
50460,Condate,0.0,0.0,0.08970451835166292,
50473,Maiensis Statio,0.0,0.0,0.08216019417475728,
50443,Phiara,0.0,0.0,0.07685321829946645,
50630,Pedalion Pr.,34.96,34.08,0.11283333333333333,0.12450199203187251
50747,x,,,0.0966452533904354,
50748,x,,,0.08166465621230398,
50452,Paphos,0.0,0.0,0.13793806030969846,0.15495867768595042
50678,Mothis,0.0,0.0,0.08970451835166292,
50470,Salmantica,0.0,0.0,0.10087915362837133,
50613,Rhodos,36.44,28.23,0.14527896995708153,0.16748548459133542
50619,Prusias,40.4325,29.1564,0.09359878335407161,0.09978712080894092
50337,Samarobriva,49.892,2.299,0.08738866658061185,
50461,Rotomagus,0.0,0.0,0.08590280421266337,0.08442143178748311
50553,Petras Mikros,32.17,23.45,0.10412180867425408,0.1120406334030475
50568,Petras Megas,31.75,25.09,0.11304057438637502,0.12446067042814471
50618,Salsovia,45.0665,29.124,0.0841098273077401,0.08557736193518942
50609,Proconnesus,40.5917,27.5557,0.10040041524543972,0.10932944606413994
50642,Pyramos (river),36.57,35.56,0.12937129753487484,0.14534883720930233
50757,x,,,0.07989143261741799,
50471,Segedunum,0.0,0.0,0.07878505760502735,0.07868233319345364
50760,x,,,0.09131373077960615,
50759,Mouth of Witham,,,0.07880339890583168,0.07874842503149937
50761,Populonium,,,0.11133037329386614,0.10910677916787896
50762,Palinurus Pr.,,,0.1338209132239573,0.14296606938619902
50444,Augustonemetum,0.0,0.0,0.08526448362720403,
50586,Tenedos,39.82,26.03,0.13079598145285934,0.14886859865025803
50749,x,,,0.09770529657959301,
50750,x,,,0.1166839021027232,
